value	x	y
1666	0	34	16
1667	0	34	17
1668	0	34	18
1669	0	34	19
1670	0	34	20
1671	0	34	21
1672	174	34	22
1673	0	34	23
1674	200	34	24
1675	0	34	25
1676	0	34	26
1677	20	34	27
1678	123	34	28
1679	97	34	29
1680	0	34	30
1681	0	34	31
1682	0	34	32
1683	0	34	33
1684	0	34	34
1685	0	34	35
1686	0	34	36
1687	0	34	37
1688	0	34	38
1689	0	34	39
1690	0	34	40
1691	0	34	41
1692	0	34	42
1693	0	34	43
1694	0	34	44
1695	0	34	45
1696	46	34	46
1697	0	34	47
1698	123	34	48
1699	0	34	49
1700	0	34	50
1701	0	35	1
1702	0	35	2
1703	0	35	3
1704	0	35	4
1705	0	35	5
1706	0	35	6
1707	0	35	7
1708	0	35	8
1709	123	35	9
1710	20	35	10
1711	0	35	11
1712	0	35	12
1713	0	35	13
1714	46	35	14
1715	200	35	15
1716	0	35	16
1717	0	35	17
1718	0	35	18
1719	0	35	19
1720	0	35	20
1721	0	35	21
1722	0	35	22
1723	0	35	23
1724	0	35	24
1725	0	35	25
1726	0	35	26
1727	149	35	27
1728	0	35	28
1729	123	35	29
1730	0	35	30
1731	0	35	31
1732	0	35	32
1733	0	35	33
1734	0	35	34
1735	0	35	35
1736	0	35	36
1737	0	35	37
1738	0	35	38
1739	20	35	39
1740	0	35	40
1741	0	35	41
1742	0	35	42
1743	0	35	43
1744	0	35	44
1745	0	35	45
1746	0	35	46
1747	200	35	47
1748	0	35	48
1749	0	35	49
1750	0	35	50
1751	200	36	1
1752	0	36	2
1753	0	36	3
1754	0	36	4
1755	71	36	5
1756	0	36	6
1757	0	36	7
1758	71	36	8
1759	174	36	9
1760	97	36	10
1761	0	36	11
1762	0	36	12
1763	0	36	13
1764	149	36	14
1765	0	36	15
1766	0	36	16
1767	0	36	17
1768	20	36	18
1769	0	36	19
1770	0	36	20
1771	174	36	21
1772	71	36	22
1773	0	36	23
1774	46	36	24
1775	0	36	25
1776	123	36	26
1777	0	36	27
1778	0	36	28
1779	0	36	29
1780	0	36	30
1781	0	36	31
1782	0	36	32
1783	0	36	33
1784	46	36	34
1785	0	36	35
1786	200	36	36
1787	0	36	37
1788	0	36	38
1789	123	36	39
1790	149	36	40
1791	0	36	41
1792	0	36	42
1793	71	36	43
1794	0	36	44
1795	0	36	45
1796	200	36	46
1797	0	36	47
1798	0	36	48
1799	0	36	49
1800	0	36	50
1801	0	37	1
1802	0	37	2
1803	0	37	3
1804	20	37	4
1805	0	37	5
1806	0	37	6
1807	0	37	7
1808	0	37	8
1809	0	37	9
1810	149	37	10
1811	174	37	11
1812	0	37	12
1813	0	37	13
1814	0	37	14
1815	0	37	15
1816	0	37	16
1817	0	37	17
1818	0	37	18
1819	0	37	19
1820	0	37	20
1821	0	37	21
1822	0	37	22
1823	0	37	23
1824	71	37	24
1825	0	37	25
1826	46	37	26
1827	200	37	27
1828	0	37	28
1829	174	37	29
1830	71	37	30
1831	0	37	31
1832	0	37	32
1833	0	37	33
1834	0	37	34
1835	123	37	35
1836	0	37	36
1837	0	37	37
1838	97	37	38
1839	0	37	39
1840	0	37	40
1841	0	37	41
1842	0	37	42
1843	0	37	43
1844	0	37	44
1845	20	37	45
1846	174	37	46
1847	0	37	47
1848	174	37	48
1849	0	37	49
1850	0	37	50
1851	0	38	1
1852	71	38	2
1853	0	38	3
1854	123	38	4
1855	97	38	5
1856	97	38	6
1857	0	38	7
1858	0	38	8
1859	0	38	9
1860	0	38	10
1861	0	38	11
1862	0	38	12
1863	0	38	13
1864	0	38	14
1865	97	38	15
1866	0	38	16
1867	149	38	17
1868	0	38	18
1869	0	38	19
1870	0	38	20
1871	0	38	21
1872	0	38	22
1873	0	38	23
1874	0	38	24
1875	0	38	25
1876	0	38	26
1877	0	38	27
1878	0	38	28
1879	0	38	29
1880	0	38	30
1881	0	38	31
1882	0	38	32
1883	0	38	33
1884	200	38	34
1885	20	38	35
1886	0	38	36
1887	0	38	37
1888	0	38	38
1889	0	38	39
1890	0	38	40
1891	0	38	41
1892	0	38	42
1893	0	38	43
1894	0	38	44
1895	0	38	45
1896	0	38	46
1897	0	38	47
1898	123	38	48
1899	0	38	49
1900	0	38	50
1901	174	39	1
1902	0	39	2
1903	149	39	3
1904	0	39	4
1905	0	39	5
1906	0	39	6
1907	0	39	7
1908	0	39	8
1909	0	39	9
1910	149	39	10
1911	0	39	11
1912	149	39	12
1913	0	39	13
1914	0	39	14
1915	0	39	15
1916	0	39	16
1917	0	39	17
1918	0	39	18
1919	0	39	19
1920	0	39	20
1921	0	39	21
1922	174	39	22
1923	0	39	23
1924	0	39	24
1925	0	39	25
1926	0	39	26
1927	0	39	27
1928	0	39	28
1929	0	39	29
1930	0	39	30
1931	0	39	31
1932	0	39	32
1933	0	39	33
1934	0	39	34
1935	0	39	35
1936	0	39	36
1937	0	39	37
1938	0	39	38
1939	0	39	39
1940	0	39	40
1941	0	39	41
1942	0	39	42
1943	0	39	43
1944	0	39	44
1945	0	39	45
1946	0	39	46
1947	0	39	47
1948	0	39	48
1949	0	39	49
1950	0	39	50
1951	0	40	1
1952	0	40	2
1953	0	40	3
1954	46	40	4
1955	0	40	5
1956	0	40	6
1957	0	40	7
1958	149	40	8
1959	0	40	9
1960	0	40	10
1961	0	40	11
1962	174	40	12
1963	0	40	13
1964	0	40	14
1965	20	40	15
1966	0	40	16
1967	0	40	17
1968	0	40	18
1969	0	40	19
1970	149	40	20
1971	0	40	21
1972	0	40	22
1973	0	40	23
1974	174	40	24
1975	0	40	25
1976	0	40	26
1977	0	40	27
1978	149	40	28
1979	0	40	29
1980	0	40	30
1981	0	40	31
1982	0	40	32
1983	0	40	33
1984	0	40	34
1985	0	40	35
1986	174	40	36
1987	0	40	37
1988	0	40	38
1989	0	40	39
1990	200	40	40
1991	0	40	41
1992	0	40	42
1993	0	40	43
1994	123	40	44
1995	0	40	45
1996	0	40	46
1997	0	40	47
1998	149	40	48
1999	0	40	49
2000	0	40	50
2001	0	41	1
2002	0	41	2
2003	71	41	3
2004	0	41	4
2005	71	41	5
2006	0	41	6
2007	0	41	7
2008	0	41	8
2009	0	41	9
2010	0	41	10
2011	0	41	11
2012	200	41	12
2013	174	41	13
2014	0	41	14
2015	0	41	15
2016	0	41	16
2017	0	41	17
2018	0	41	18
2019	0	41	19
2020	0	41	20
2021	0	41	21
2022	149	41	22
2023	0	41	23
2024	0	41	24
2025	0	41	25
2026	149	41	26
2027	0	41	27
2028	0	41	28
2029	0	41	29
2030	123	41	30
2031	0	41	31
2032	0	41	32
2033	0	41	33
2034	0	41	34
2035	0	41	35
2036	71	41	36
2037	0	41	37
2038	0	41	38
2039	71	41	39
2040	0	41	40
2041	0	41	41
2042	0	41	42
2043	0	41	43
2044	0	41	44
2045	0	41	45
2046	0	41	46
2047	0	41	47
2048	97	41	48
2049	0	41	49
2050	0	41	50
2051	46	42	1
2052	0	42	2
2053	200	42	3
2054	0	42	4
2055	0	42	5
2056	0	42	6
2057	46	42	7
2058	0	42	8
2059	71	42	9
2060	0	42	10
2061	0	42	11
2062	0	42	12
2063	0	42	13
2064	0	42	14
2065	0	42	15
2066	0	42	16
2067	0	42	17
2068	174	42	18
2069	174	42	19
2070	71	42	20
2071	0	42	21
2072	0	42	22
2073	97	42	23
2074	71	42	24
2075	0	42	25
2076	0	42	26
2077	0	42	27
2078	0	42	28
2079	123	42	29
2080	0	42	30
2081	123	42	31
2082	0	42	32
2083	0	42	33
2084	71	42	34
2085	0	42	35
2086	0	42	36
2087	0	42	37
2088	0	42	38
2089	0	42	39
2090	0	42	40
2091	0	42	41
2092	0	42	42
2093	200	42	43
2094	97	42	44
2095	46	42	45
2096	0	42	46
2097	0	42	47
2098	0	42	48
2099	0	42	49
2100	0	42	50
2101	0	43	1
2102	0	43	2
2103	0	43	3
2104	0	43	4
2105	0	43	5
2106	0	43	6
2107	0	43	7
2108	71	43	8
2109	0	43	9
2110	97	43	10
2111	0	43	11
2112	0	43	12
2113	0	43	13
2114	200	43	14
2115	123	43	15
2116	97	43	16
2117	0	43	17
2118	0	43	18
2119	0	43	19
2120	0	43	20
2121	123	43	21
2122	0	43	22
2123	0	43	23
2124	0	43	24
2125	20	43	25
2126	0	43	26
2127	0	43	27
2128	0	43	28
2129	0	43	29
2130	149	43	30
2131	0	43	31
2132	0	43	32
2133	0	43	33
2134	174	43	34
2135	0	43	35
2136	0	43	36
2137	97	43	37
2138	0	43	38
2139	0	43	39
2140	0	43	40
2141	0	43	41
2142	200	43	42
2143	0	43	43
2144	0	43	44
2145	0	43	45
2146	0	43	46
2147	0	43	47
2148	20	43	48
2149	0	43	49
2150	0	43	50
2151	0	44	1
2152	0	44	2
2153	149	44	3
2154	0	44	4
2155	0	44	5
2156	0	44	6
2157	0	44	7
2158	0	44	8
2159	0	44	9
2160	0	44	10
2161	123	44	11
2162	0	44	12
2163	0	44	13
2164	123	44	14
2165	0	44	15
2166	0	44	16
2167	0	44	17
2168	0	44	18
2169	0	44	19
2170	0	44	20
2171	0	44	21
2172	0	44	22
2173	0	44	23
2174	149	44	24
2175	20	44	25
2176	0	44	26
2177	0	44	27
2178	0	44	28
2179	0	44	29
2180	0	44	30
2181	97	44	31
2182	0	44	32
2183	0	44	33
2184	97	44	34
2185	0	44	35
2186	0	44	36
2187	0	44	37
2188	0	44	38
2189	123	44	39
2190	0	44	40
2191	0	44	41
2192	0	44	42
2193	149	44	43
2194	0	44	44
2195	0	44	45
2196	123	44	46
2197	149	44	47
2198	0	44	48
2199	20	44	49
2200	0	44	50
2201	0	45	1
2202	97	45	2
2203	0	45	3
2204	0	45	4
2205	0	45	5
2206	0	45	6
2207	0	45	7
2208	0	45	8
2209	0	45	9
2210	0	45	10
2211	0	45	11
2212	0	45	12
2213	0	45	13
2214	174	45	14
2215	0	45	15
2216	0	45	16
2217	0	45	17
2218	20	45	18
2219	0	45	19
2220	0	45	20
2221	0	45	21
2222	0	45	22
2223	0	45	23
2224	0	45	24
2225	0	45	25
2226	71	45	26
2227	0	45	27
2228	123	45	28
2229	0	45	29
2230	0	45	30
2231	0	45	31
2232	0	45	32
2233	0	45	33
2234	0	45	34
2235	0	45	35
2236	46	45	36
2237	0	45	37
2238	0	45	38
2239	0	45	39
2240	0	45	40
2241	0	45	41
2242	123	45	42
2243	0	45	43
2244	0	45	44
2245	0	45	45
2246	0	45	46
2247	0	45	47
2248	0	45	48
2249	97	45	49
2250	0	45	50
2251	0	46	1
2252	0	46	2
2253	0	46	3
2254	0	46	4
2255	0	46	5
2256	0	46	6
2257	0	46	7
2258	0	46	8
2259	0	46	9
2260	0	46	10
2261	0	46	11
2262	0	46	12
2263	123	46	13
2264	0	46	14
2265	71	46	15
2266	0	46	16
2267	0	46	17
2268	0	46	18
2269	149	46	19
2270	0	46	20
2271	0	46	21
2272	0	46	22
2273	0	46	23
2274	0	46	24
2275	0	46	25
2276	0	46	26
2277	0	46	27
2278	0	46	28
2279	0	46	29
2280	0	46	30
2281	0	46	31
2282	0	46	32
2283	97	46	33
2284	0	46	34
2285	0	46	35
2286	0	46	36
2287	149	46	37
2288	123	46	38
2289	0	46	39
2290	0	46	40
2291	0	46	41
2292	0	46	42
2293	0	46	43
2294	0	46	44
2295	0	46	45
2296	0	46	46
2297	0	46	47
2298	0	46	48
2299	0	46	49
2300	0	46	50
2301	149	47	1
2302	0	47	2
2303	0	47	3
2304	0	47	4
2305	0	47	5
2306	0	47	6
2307	0	47	7
2308	0	47	8
2309	0	47	9
2310	0	47	10
2311	97	47	11
2312	0	47	12
2313	0	47	13
2314	0	47	14
2315	0	47	15
2316	0	47	16
2317	0	47	17
2318	0	47	18
2319	0	47	19
2320	0	47	20
2321	149	47	21
2322	0	47	22
2323	0	47	23
2324	174	47	24
2325	0	47	25
2326	0	47	26
2327	0	47	27
2328	0	47	28
2329	0	47	29
2330	0	47	30
2331	0	47	31
2332	0	47	32
2333	0	47	33
2334	0	47	34
2335	0	47	35
2336	174	47	36
2337	0	47	37
2338	0	47	38
2339	0	47	39
2340	0	47	40
2341	20	47	41
2342	0	47	42
2343	0	47	43
2344	123	47	44
2345	0	47	45
2346	0	47	46
2347	0	47	47
2348	0	47	48
2349	0	47	49
2350	0	47	50
2351	0	48	1
2352	0	48	2
2353	0	48	3
2354	0	48	4
2355	0	48	5
2356	0	48	6
2357	46	48	7
2358	0	48	8
2359	0	48	9
2360	149	48	10
2361	0	48	11
2362	0	48	12
2363	0	48	13
2364	0	48	14
2365	0	48	15
2366	0	48	16
2367	71	48	17
2368	0	48	18
2369	0	48	19
2370	0	48	20
2371	0	48	21
2372	0	48	22
2373	0	48	23
2374	0	48	24
2375	0	48	25
2376	0	48	26
2377	0	48	27
2378	0	48	28
2379	0	48	29
2380	20	48	30
2381	0	48	31
2382	0	48	32
2383	200	48	33
2384	0	48	34
2385	200	48	35
2386	97	48	36
2387	0	48	37
2388	0	48	38
2389	0	48	39
2390	0	48	40
2391	0	48	41
2392	0	48	42
2393	0	48	43
2394	0	48	44
2395	0	48	45
2396	0	48	46
2397	0	48	47
2398	0	48	48
2399	20	48	49
2400	0	48	50
2401	0	49	1
2402	0	49	2
2403	97	49	3
2404	0	49	4
2405	0	49	5
2406	0	49	6
2407	71	49	7
2408	174	49	8
2409	0	49	9
2410	0	49	10
2411	0	49	11
2412	0	49	12
2413	0	49	13
2414	0	49	14
2415	0	49	15
2416	0	49	16
2417	97	49	17
2418	0	49	18
2419	0	49	19
2420	20	49	20
2421	0	49	21
2422	0	49	22
2423	0	49	23
2424	0	49	24
2425	0	49	25
2426	0	49	26
2427	149	49	27
2428	0	49	28
2429	0	49	29
2430	0	49	30
2431	46	49	31
2432	174	49	32
2433	0	49	33
2434	46	49	34
2435	0	49	35
2436	0	49	36
2437	71	49	37
2438	0	49	38
2439	0	49	39
2440	0	49	40
2441	0	49	41
2442	0	49	42
2443	0	49	43
2444	0	49	44
2445	0	49	45
2446	0	49	46
2447	0	49	47
2448	0	49	48
2449	0	49	49
2450	0	49	50
2451	0	50	1
2452	200	50	2
2453	0	50	3
2454	0	50	4
2455	0	50	5
2456	0	50	6
2457	0	50	7
2458	0	50	8
2459	0	50	9
2460	0	50	10
2461	0	50	11
2462	0	50	12
2463	0	50	13
2464	200	50	14
2465	0	50	15
2466	0	50	16
2467	0	50	17
2468	200	50	18
2469	200	50	19
2470	0	50	20
2471	174	50	21
2472	0	50	22
2473	0	50	23
2474	0	50	24
2475	46	50	25
2476	0	50	26
2477	0	50	27
2478	0	50	28
2479	97	50	29
2480	0	50	30
2481	0	50	31
2482	0	50	32
2483	0	50	33
2484	0	50	34
2485	0	50	35
2486	0	50	36
2487	0	50	37
2488	71	50	38
2489	0	50	39
2490	0	50	40
2491	0	50	41
2492	0	50	42
2493	20	50	43
2494	0	50	44
2495	0	50	45
2496	0	50	46
2497	123	50	47
2498	0	50	48
2499	0	50	49
2500	0	50	50
